id,station_type,station.tele_station_name.th
1203467894,tele_waterlevel,วังกระแจะ
1203467468,tele_waterlevel,คลองจระเข้ใหญ่ บางเสาธง (วัดศรีวารีน้อย)
1203467865,tele_waterlevel,สถานีสูบน้ำปากคลองสระตาแวว (ทุ่งซ้ายคลองชัยนาท)
1203460601,tele_waterlevel,สะพานข้ามแม่น้ำแม่กลองหน้าศาลากลางจ.กาญจนบุรี
1203467701,tele_waterlevel,สะพานข้ามคลองลำปำ
1203467711,tele_waterlevel,สะพานข้ามคลองระโนด
1203440347,tele_waterlevel,บ้านป้อม
1203467741,tele_waterlevel,แม่น้ำลี้ บ้านโฮ่ง
1203467465,tele_waterlevel,คลองระพีพัฒน์แยกใต้ หนองเสือ
1203467734,tele_waterlevel,เมืองตาก
1203442913,tele_waterlevel,บ้านคลองลำ
1203467260,tele_waterlevel,คลองสุหงาบารู หมู่ที่ 4
1203259631,tele_waterlevel,บ้านสบสอย
1203467729,tele_waterlevel,สะพานบ้านตรังพัฒนา
1203467456,tele_waterlevel,ปตร. คลองตาสด
1203440357,tele_waterlevel,สะพานปรีดี-ธำรง
1203276142,tele_waterlevel,บ้านวังก้อง
1203467756,tele_waterlevel,ท้ายกว๊านพะเยา
1203397448,tele_waterlevel,บางระกำ
1203467559,tele_waterlevel,บางตะบูนและบางตะบูนออก
1203467873,tele_waterlevel,วัดท่าเจดีย์ (TTC06)
1203397452,tele_waterlevel,บางระกำ
1203467490,tele_waterlevel,ฝาง
1203459039,tele_waterlevel,เทศบาลเมือง
1203467585,tele_waterlevel,บางปะหัน
1203467876,tele_waterlevel,เมืองสมุทรสาคร
1203462906,tele_waterlevel,ฝายคลองท่าเลา
1203465393,tele_waterlevel,ทรบ. ปากคลองห้าวา (ทุ่งท่าวุ้ง)
1203467878,tele_waterlevel,บางปลา
1203467460,tele_waterlevel,คลองมหาสวัสดิ บางกรวย-สวนผัก
1203467877,tele_waterlevel,สองพี่น้อง
1203440348,tele_waterlevel,บ้านบางหลวงโดด
1203460618,tele_waterlevel,บ้านวัดพระรูป
1203467710,tele_waterlevel,สะพานสวนเฉลิมพระเกียรติ 72 พรรษามหาราชินี
1203467678,tele_waterlevel,องครักษ์
1203467708,tele_waterlevel,สะพานเทพาสันติสุข
1203467887,tele_waterlevel,พุนพิน 3
1203467838,tele_waterlevel,ละงู
1203467826,tele_waterlevel,คลองกลาง
1203459042,tele_waterlevel,ตำบลท่าหลวง
1203467687,tele_waterlevel,ปตร. ห้วยแคน-เหนือน้ำ
1203467517,tele_waterlevel,เสนา
1203432392,tele_waterlevel,วัดขนอนใต้
1203467309,tele_waterlevel,สะพานน้ำปี้ เชียงม่วน
1203467510,tele_waterlevel,คลองบางบาล
1203439715,tele_waterlevel,ตำบลในเมือง
1203467854,tele_waterlevel,ลำน้ำอูน
1203442968,tele_waterlevel,บ้านปายอยือนิ 
1203467837,tele_waterlevel,บางกล่ำ
1203459040,tele_waterlevel,บ้านหน้าเมือง
1203397466,tele_waterlevel,บ้านย่านรี
1203467586,tele_waterlevel,เมืองลพบุรี
1203467869,tele_waterlevel,สะพานคง-ศุข ศรีสวัสดิ์
1203467840,tele_waterlevel,สวี 1
1203460602,tele_waterlevel,บ้านลุ่มสุ่ม
1203467746,tele_waterlevel,เมืองปราจีนบุรี
1203467752,tele_waterlevel, สะพานข้ามคลองโคน
1203467755,tele_waterlevel,สะพานคลองปากแตระ ชุมชนทะเลสาบสงขลา
1203467509,tele_waterlevel,คลองบางหลวง
1203439709,tele_waterlevel,สะพานเสรีประชาธิปไตย
1203467725,tele_waterlevel,นครหลวง
1203442955,tele_waterlevel,บ้านไสหาร
1203467476,tele_waterlevel,คลองระพีพัฒน์แยกตก
1203467852,tele_waterlevel,คลองปาว
1203439720,tele_waterlevel,บ้านซึม
1203467269,tele_waterlevel,บ้านคลองใส หมู่ที่ 8
1203467574,tele_waterlevel,นาทวี
1203467258,tele_waterlevel,สะพานบ้านแหลมโตนด
1203440356,tele_waterlevel,บ้านท่างิ้ว
1203467472,tele_waterlevel,คลองลาดพร้าว วัดบางบัว
1203442945,tele_waterlevel,บ้านเคียนซา
1203467853,tele_waterlevel,ห้วยยัง
1203467902,tele_waterlevel,ศาลาดิน
1203467487,tele_waterlevel,แม่อาย
1203467511,tele_waterlevel,พระนครศรีอยุธยา
1203440349,tele_waterlevel,บ้านบางบาล
1203228145,tele_waterlevel,บ้านซำฆ้อ
1203467886,tele_waterlevel,พุนพิน 2
1203439696,tele_waterlevel,บ้านดอนยาง
1203459017,tele_waterlevel,อ.ศรีมหาโพธิ์
1203467501,tele_waterlevel,สะพานเดชาติวงศ์
1203467571,tele_waterlevel,สะพานแมน้ำปาสัก บ้านนาโฉง
1203467871,tele_waterlevel,สามชุก
1203467885,tele_waterlevel,ตาพระยา
1203467570,tele_waterlevel,สะพานคลองส่งน้ำชลประทาน บ้านสร่างโศก
1203467739,tele_waterlevel,สะพานแม่น้ำทา
1203467732,tele_waterlevel,ท่ายาง
1203467521,tele_waterlevel,ท่อทองแดง1
1203467246,tele_waterlevel,ลำน้ำกวงสะพานศรีดอนชัย
1203467928,tele_waterlevel,กงไกรลาศ
1203459034,tele_waterlevel,สะพานวัดจันทนาราม
1203467503,tele_waterlevel,ปตร.มโนรมย์
1203397460,tele_waterlevel,บ้านเด่นสำโรง
1203467295,tele_waterlevel,สะพานน้ำแม่แตง
1203467860,tele_waterlevel,ปตร.ลาดชะโด (ทุ่งผักไห่)
1203397447,tele_waterlevel,บ้านกง
1203454258,tele_waterlevel,แม่น้ำปิงที่ อ.บ้านตาก
1203467567,tele_waterlevel,สะพานคลองส่งน้ำชลประทาน บ้านตลาดใหม่
1203440340,tele_waterlevel,สถานีแพดับเพลิง
1203467463,tele_waterlevel,คลองมหาชัย วัดพันท้ายนรสิงห์
1203467469,tele_waterlevel,คลองพระพิมล (ไทรน้อย)
1203467466,tele_waterlevel,คลองหกวา ลำลูกกา คลอง8
1203467901,tele_waterlevel,ชุมชนลีเล็ด
1203467820,tele_waterlevel,เมืองสระแก้ว
1203467502,tele_waterlevel,พยุหะคีรี
1203439719,tele_waterlevel,บ้านสีถาน
1203467330,tele_waterlevel,บ้านดอยต่อคำ
1203442938,tele_waterlevel,สะพานเทศบาล 2
1203467578,tele_waterlevel,สุวรรณคูหา
1203467470,tele_waterlevel,คลองนราภิรมย์ (บางเลน)
1203397465,tele_waterlevel,ต.ในเมือง
1203397449,tele_waterlevel,สามง่าม
1203397454,tele_waterlevel,บ้านราชช้างขวัญ
1203440355,tele_waterlevel,วัดเกยไชยเหนือ
1203442937,tele_waterlevel,บ้านคลองหวะ
1203465410,tele_waterlevel,คลองนางน้อย
1203447231,tele_waterlevel,บ้านดอนขยอม
1203460607,tele_waterlevel,บ้านวังเย็น
1203447223,tele_waterlevel,บ้านฟ้าหยาด
1203467896,tele_waterlevel,คลองประณีต บ.ตลุง
1203467495,tele_waterlevel,เทิง
1203467845,tele_waterlevel,ฝ่ายส่งน้ำและบำรุงรักษาที่ 2
1203467724,tele_waterlevel,ท่าเรือ
1203467462,tele_waterlevel,คลองภาษีเจริญ เพชรเกษม69
1203467647,tele_waterlevel,ชุมพวง
1203467276,tele_waterlevel,สะพานห้วยแม่สาว
1203467458,tele_waterlevel,คลองลาดพร้าว ท้ายปตร.คลอง2
1203397474,tele_waterlevel,ต.ในเมือง
1203467332,tele_waterlevel,สะพานมิตรภาพแม่น้ำสายแห่งที่ 1
1203397457,tele_waterlevel,ท้ายเขื่อนนเรศวร
1203439693,tele_waterlevel,บ้านเชียงเพ็ง
1203467743,tele_waterlevel,น้ำก้อ
1203440350,tele_waterlevel,บ้านหาดทนง
1203439727,tele_waterlevel,บ้านสัมฤทธิ์
1203467518,tele_waterlevel,คลองผันน้ำยม-น่าน2
1203467830,tele_waterlevel,สว่างแดนดิน
1203439711,tele_waterlevel,บ้านโพธิ์ตาก
1203234500,tele_waterlevel,บ้านเกาะคา
1203461678,tele_waterlevel,แม่น้ำมูล เมืองอุบลราชธานี (M.7)
1203467693,tele_waterlevel,ปตร.บ้านนาบัว-เหนือน้ำ
1203411537,tele_waterlevel,สะพานนวรัฐ
1203467491,tele_waterlevel,เมืองจันทบุรี
1203397440,tele_waterlevel,หน้าวัดศรีภิรมย์
1203208078,tele_waterlevel,บ้านโนนสมบูรณ์
1203440360,tele_waterlevel,ท้ายเขื่อนพระรามหก
1203439722,tele_waterlevel,บ้านบัว
1203467677,tele_waterlevel,ท่าศาลา
1203459019,tele_waterlevel,บ้านสระขวัญ
1203467733,tele_waterlevel,บ้านตาก
1203440343,tele_waterlevel,บ้านบางแก้ว
1203397453,tele_waterlevel,สะพานสุพรรณกัลยา 
1203467483,tele_waterlevel,ยางตลาด
1203460603,tele_waterlevel,บ้านวังขนาย
1203467516,tele_waterlevel,คลองพระยาบรรลือ
1203439712,tele_waterlevel,บ้านห้วยทับทัน
1203467268,tele_waterlevel,บ้านคลองวาย หมู่ที่ 7
1203467861,tele_waterlevel,ปตร.ลาดชิด (ทุ่งผักไห่)
1203411530,tele_waterlevel,บ้านมาง
1203467856,tele_waterlevel,ลำน้ำก่ำ
1203442914,tele_waterlevel,บ้านม่วงก็อง
1203454252,tele_waterlevel,แม่น้ำปิงที่ อ.สามเงา (P.12C)
1203467580,tele_waterlevel,เมืองกาญจนบุรี
1203397476,tele_waterlevel,บ้านหนองกระท้าว
1203467255,tele_waterlevel,สะพานข้ามคลองวังเคียน
1203467850,tele_waterlevel,คลองแม่พุง
1203411578,tele_waterlevel,บ้านไฮ
1203467669,tele_waterlevel,เมืองพิษณุโลก
1203467872,tele_waterlevel,เมืองสุพรรณบุรี
1203460625,tele_waterlevel,บ้านสาระเห็ด
1203467758,tele_waterlevel,สะพานบ้านต๋ำ
1203467248,tele_waterlevel,คลองสรอย วัดแม่ขมวก
1203439701,tele_waterlevel,บ้านป่าก่อ
1203439723,tele_waterlevel,บ้านเขวา
1203464981,tele_waterlevel,ปตร. คลองลัดบางยอ 2
1203467467,tele_waterlevel,ปากคลองพระองค์เจ้าฯ (บางน้ำเปรี้ยว)
1203467881,tele_waterlevel,เมืองตรัง
1203459032,tele_waterlevel,บ้านเขาโบสถ์
1203467454,tele_waterlevel,ปตร.วัดบางกระเจ้านอก
1203442940,tele_waterlevel,บ้านตลาดเก่า
1203467480,tele_waterlevel,เมืองขอนแก่น
1203467760,tele_waterlevel,สะพานข้ามน้ำอิง (I.17)
1203460631,tele_waterlevel,เขาลูกช้าง
1203467664,tele_waterlevel,ตะพานหิน
1203467652,tele_waterlevel,ประโคนชัย
1203439705,tele_waterlevel,ศูนย์วิจัยและพัฒนาประมงน้ำจืดสุรินทร์
1203467895,tele_waterlevel,บางพระ
1203411592,tele_waterlevel,บ้านแม่หล่าย
1203467695,tele_waterlevel,ปตร.บ้านตับเต่า-เหนือน้ำ
1203447222,tele_waterlevel,บ้านท่าสะแบง
1203440341,tele_waterlevel,ค่ายจิรประวัติ
1203459037,tele_waterlevel,บ้านค่าย
1203397467,tele_waterlevel,บ้านแสนตอ
1203411549,tele_waterlevel,บ้านแม่แต
1203467893,tele_waterlevel,ห้วยแร้ง
1203467855,tele_waterlevel,บ้านโพธิ์ชัยทอง
1203467680,tele_waterlevel,สะพานท่าน้ำ
1203467244,tele_waterlevel,สะพานน้ำมวบ (บ้านภูแยง)
1203467749,tele_waterlevel,ศรีมหาโพธิ (KGT6)
1203411585,tele_waterlevel,บ้านหลวงเหนือ
1203467508,tele_waterlevel,เมืองอ่างทอง
1203467314,tele_waterlevel,สะพานพระร่วงข้ามน้ำแควน้อย
1203467299,tele_waterlevel,สะพานน้ำแม่ต๋ำ
1203440351,tele_waterlevel,บ้านศาลเจ้าไก่ต่อ
1203467736,tele_waterlevel,ขาณุวรลักษบุรี
1203467646,tele_waterlevel,เฉลิมพระเกียรติ
1203467492,tele_waterlevel,แก่งหางแมว
1203460622,tele_waterlevel,บ้านสองพี่น้อง
1203467751,tele_waterlevel,หัวหิน
1203459028,tele_waterlevel,บ้านปึก
1203467589,tele_waterlevel,สะพานข้ามลำน้ำเชิญ (มิตรผลหนองเรือ)
1203467767,tele_waterlevel,หนองบัว
1203467898,tele_waterlevel,คลองเขาระกำ
1203467692,tele_waterlevel,สะพานมิตรภาพท่าลาดปากบัง
1203467293,tele_waterlevel,สะพานน้ำแม่แจ่ม
1203459018,tele_waterlevel,บ้านเขาฉกรรจ์
1203411552,tele_waterlevel,บ้านสบแปะ
1203467738,tele_waterlevel,เมืองกำแพงเพชร (P7A)
1203397464,tele_waterlevel,บ้านท่าแค
1203411563,tele_waterlevel,บ้านสบวิน
1203459022,tele_waterlevel,บ้านแก่งดินสอ
1203467575,tele_waterlevel,คลองห้วยยาง
1203467581,tele_waterlevel,ไทรโยค
1203459009,tele_waterlevel,บ้านท่าบุญมี
1203467500,tele_waterlevel,หลังสวน
1203467474,tele_waterlevel,พนมสารคาม
1203411547,tele_waterlevel,บ้านริมใต้
1203411568,tele_waterlevel,บ้านหล่ายแก้ว
1203411559,tele_waterlevel,บ้านสบแม่สะป๊วด
1203442917,tele_waterlevel,บ้านท่านา
1203467899,tele_waterlevel,สะพานนครป่าหมากร่วมใจ
1203454255,tele_waterlevel,แม่น้ำปิงที่ อ.คลองขลุง (P.15)
1203467564,tele_waterlevel,คลองช่องสะเดา
1203397477,tele_waterlevel,บ้านชมพู
1203397470,tele_waterlevel,ต.ธานี
1203467481,tele_waterlevel,เขื่องใน
1203467329,tele_waterlevel,บ้านโจตาดา
1203397451,tele_waterlevel,บ้านคลองตาล
1203440352,tele_waterlevel,บ้านปางมะค่า
1203467735,tele_waterlevel,สะพานลานดอกไม้
1203447233,tele_waterlevel,บ้านนาหลัก
1203467660,tele_waterlevel,เมืองน่าน
1203467936,tele_waterlevel,น้ำแม่งาว
1203442934,tele_waterlevel,บริเวณสะพานลันตู
1203253883,tele_waterlevel,บ้านวังพร้าว
1202416673,tele_waterlevel,ปตร.บางแก้ว (ทุ่งผักไห่)
1203439706,tele_waterlevel,บ้านด่านกะตา
1203440342,tele_waterlevel,บ้านบางพุทรา
1203467651,tele_waterlevel,พิบูลมังสาหาร
1203397455,tele_waterlevel,บ้านท่างาม
1203467496,tele_waterlevel,แม่จัน
1203460608,tele_waterlevel,บ้านยางสูง
1203442935,tele_waterlevel,บ้านปะเหลียนใน
1203439724,tele_waterlevel,บ้านโคกกรวด
1203447227,tele_waterlevel,บ้านวังหิน
1203467665,tele_waterlevel,ชุมแสง
1203467740,tele_waterlevel,แม่น้ำทา
1203467316,tele_waterlevel,สะพานน้ำเข็ก
1203467722,tele_waterlevel,เมืองเพชรบูรณ์
1203442905,tele_waterlevel,บ้านท่าแค
1203467579,tele_waterlevel,เมืองอุดรธานี
1203467482,tele_waterlevel,เมืองมหาสารคาม
1203442907,tele_waterlevel,บ้านบางศาลา
1203467932,tele_waterlevel,เมืองสุโขทัย
1203439710,tele_waterlevel,ชุมชนสะพานขาว
1203467723,tele_waterlevel,หนองไผ่
1203467471,tele_waterlevel,คลองลาดพร้าว ปากคลอง2สายใต้
1203442965,tele_waterlevel,คลองหาดส้มแป้น
1203467834,tele_waterlevel,คลองหอยโข่ง
1203467707,tele_waterlevel,สะพานข้ามคลองเทพา
1203467737,tele_waterlevel,เก้าเลี้ยว
1203459010,tele_waterlevel,บ้านวังหมัน
1203460599,tele_waterlevel,สะพานค่ายหลวง
1203253870,tele_waterlevel,บ้านกลาง
1201777185,tele_waterlevel,แม่น้ำปิงที่ อ.เมืองตาก (P.2A)
1203467249,tele_waterlevel,สะพานวัดมงคลร่วมใจ (บ้านวังสาร)
1203447226,tele_waterlevel,บ้านม่วงลาด
1203467315,tele_waterlevel,สะพานคลองท่าสะแก
1203467753,tele_waterlevel,สะพานคลองท่าชนะ ชุมชนบ้านหาดสมบูรณ์
1203467520,tele_waterlevel,คลองผันน้ำยม-น่าน4
1203439704,tele_waterlevel,บ้านหินโคนเก่า
1203460606,tele_waterlevel,บ้านหนองบัว
1203440344,tele_waterlevel,ท้ายเขื่อนเจ้าพระยา
1203411600,tele_waterlevel,หน้าสำนักงานป่าไม้
1203467557,tele_waterlevel,ป้อมพระจุลจอมเกล้า
1203467726,tele_waterlevel,สะพานเตาปูน-ตาลเดี่ยว
1203467648,tele_waterlevel,ราษีไศล
1203467663,tele_waterlevel,บางกระทุ่ม
1203467883,tele_waterlevel,วังวิเศษ
1203442943,tele_waterlevel,ถนนลูกเสือ
1203440353,tele_waterlevel,บ้านโคกหม้อ
1203442931,tele_waterlevel,บ้านท่าสาบ
1203447230,tele_waterlevel,บ้านธวัชดินแดง
1203467763,tele_waterlevel,โพธาราม
1203411545,tele_waterlevel,บ้านเชียงดาว
1203442910,tele_waterlevel,บ้านท้า่ยนา
1203440359,tele_waterlevel,บ้านท่ารวก
1203397445,tele_waterlevel,บ้านแม่เชียงราย
1203467250,tele_waterlevel,สะพานบางไตประชาบริรักษ์
1203467475,tele_waterlevel,คลองขนาน
1203467425,tele_waterlevel,สะพานลำน้ำเลย
1203439695,tele_waterlevel,บ้านท่าบอแบง
1203467291,tele_waterlevel,สะพานน้ำแม่กลาง
1203467888,tele_waterlevel,ท่าขนอม
1203442912,tele_waterlevel,บ้านเสาธง
1203411619,tele_waterlevel,บ้านแลง
1203464801,tele_waterlevel,สะพานห้วยแม่ตาช้าง
1203467650,tele_waterlevel,เมืองศรีสะเกษ
1203459020,tele_waterlevel,บ้านแก้ง
1203467288,tele_waterlevel,สะพานน้ำชี
1203467262,tele_waterlevel,ห้วยแม่แจ่ม
1203439718,tele_waterlevel,บ้านลาดบัวขาว
1203467884,tele_waterlevel,รัษฎา
1203439694,tele_waterlevel,บ้านวังชมภู
1203467507,tele_waterlevel,พรหมบุรี
1203217048,tele_waterlevel,บ้านอาพาธ
1203442956,tele_waterlevel,บ้านปรีกี
1203467848,tele_waterlevel,สะพานข้ามลำปะเทีย
1203467576,tele_waterlevel,วังสะพุง
1203259645,tele_waterlevel,บ้านสลวงนอก
1203467934,tele_waterlevel,แม่ต้า
1203411519,tele_waterlevel,สะพานวงแหวนรอบ 3
1203442949,tele_waterlevel,บ้านปันจอร์
1203467744,tele_waterlevel,สะพานข้ามคลองบ้านท่าวัง
1203467264,tele_waterlevel,คลองกั้ง
1203467931,tele_waterlevel,เมืองแพร่
1203467588,tele_waterlevel,คลองนาท่อม
1203442899,tele_waterlevel,บ้านหาดใหญ่ใน
1203442969,tele_waterlevel,สะพานเดชานุชิต
1203397475,tele_waterlevel,บ้านหาดไผ่
1203467430,tele_waterlevel,สะพานข้ามน้ำมูล
1203467662,tele_waterlevel,แม่น้ำเข็ก (ว้งทอง)
1203467675,tele_waterlevel,ถ้ำพรรณรา
1203447221,tele_waterlevel,บ้านท่านางเลื่อน
1203440362,tele_waterlevel,บ้านพูลทรัพย์
1203467484,tele_waterlevel,เขาวง
1203439726,tele_waterlevel,บ้านเขื่องใน
1203220893,tele_waterlevel,บ้านเมืองคง
1203440358,tele_waterlevel,บ้านป่า
1203411554,tele_waterlevel,บ้านช่อแล
1203467519,tele_waterlevel,คลองผันน้ำยม-น่าน3
1203397478,tele_waterlevel,บ้านท่าสะแก
1203467247,tele_waterlevel,ลำน้ำสานบ้านทุ่งยาวเหนือ
1203467455,tele_waterlevel,ปตร. คลองลัดบางยอ 1
1203411571,tele_waterlevel,บ้านป่าซาง
1203447236,tele_waterlevel,บ้านท่าห้วยหลัว
1203439702,tele_waterlevel,บ้านท่าเยี่ยม
1203259643,tele_waterlevel,บ้านสันปู่เลย
1203442946,tele_waterlevel,บ้านย่านตาขาว
1203442939,tele_waterlevel,บ้านซากอ
1203397468,tele_waterlevel,คลองวังเจ้า
1203442925,tele_waterlevel,บ้านควนกลาง (1)
1203467718,tele_waterlevel,สะพานถนนสายเอเซีย 4265
1203459027,tele_waterlevel,บ้านเขาวังไทร
1203440354,tele_waterlevel,บ้านดอนใหญ่
1203439707,tele_waterlevel,บ้านพงสวาย
1203411609,tele_waterlevel,บ้านต้นยาง
1203442920,tele_waterlevel,บ้านท่าไม้ลาย
1203434756,tele_waterlevel,น้ำสา
1203411617,tele_waterlevel,บ้านหัวสะพาน
1203467827,tele_waterlevel,สะพานนาทม
1203467506,tele_waterlevel,อินทร์บุรี
1203397458,tele_waterlevel,บ้านฟากท่า
1203467327,tele_waterlevel,สะพานบ้านคีรีวง คลองท่าดี
1203467716,tele_waterlevel,สะพานข้ามคลองปากหมาก
1203467568,tele_waterlevel,สะพานป่าโมก
1203467828,tele_waterlevel,บ้านม่วง
1203259625,tele_waterlevel,สะพานท่าข้าม
1203217050,tele_waterlevel,บ้านแม่ขรี
1203467499,tele_waterlevel,เมืองชุมพร
1203442924,tele_waterlevel,บ้านป่าหมาก
1203442922,tele_waterlevel,บ้านกลาง
1203467428,tele_waterlevel,สะพานบังอี่
1203467721,tele_waterlevel,หล่มสัก
1203467720,tele_waterlevel,ปาย
1203467897,tele_waterlevel,คลองโสน
1203460630,tele_waterlevel,สะพานบ้านลาด
1203467303,tele_waterlevel,สะพานบ้านตึก
1203411535,tele_waterlevel,สะพานท่าลี่
1203467933,tele_waterlevel,สะพานหนองจันทร์
1203463000,tele_waterlevel,ศาลเจ้าพ่อพญาอ้น
1203467565,tele_waterlevel,สะพานอนุสรณ์ 100 ปีสิงห์หบุรี (สะพานหลวงพ่อแพ 89)
1203467745,tele_waterlevel,กบินทร์บุรี
1203442967,tele_waterlevel,วัดถลุงทอง อำเภอร่อนพิบูลย์ 
1203459021,tele_waterlevel,บ้านทุ่งแฝก
1203467667,tele_waterlevel,น้ำปาด
1203467488,tele_waterlevel,เชียงดาว
1203411588,tele_waterlevel,บ้านห้วยสัก
1203467505,tele_waterlevel,สรรพยา
1203467882,tele_waterlevel,ปะเหลียน
1203402135,tele_waterlevel,สะพานข้ามห้วยสมอ
1203467479,tele_waterlevel,ชนบท
1203467750,tele_waterlevel,ปราณบุรี
1203467859,tele_waterlevel,ปตร.ปลายคลองบางซอ (ทุ่งเจ้าเจ็ด)
1203467587,tele_waterlevel,ตลาดเก่าตะกั่วป่า
1203467242,tele_waterlevel,ลำน้ำขว้าง (ฝายจ้าว)
1203439714,tele_waterlevel,สำนักเทคโนโลยีชีวภัณฑ์สัตว์
1203467294,tele_waterlevel,สะพานน้ำแม่งัด
1203434936,tele_waterlevel,สวี 2
1203411576,tele_waterlevel,สะพานเสตุวารี
1203467862,tele_waterlevel,ปตร กุฎิ (ทุ่งป่าโมก)
1203460604,tele_waterlevel,บ้านทุ่งนานางหรอก
1203442933,tele_waterlevel,บ้านมูโน๊ะ
1203442941,tele_waterlevel,บ้านรมณีย์
1203397481,tele_waterlevel,ต.ในเมือง
1203467699,tele_waterlevel,สะพานข้ามคลองท่าแพ
1203467681,tele_waterlevel,สะพานข้ามคลองกระบี่ใหญ่ 1
1203397443,tele_waterlevel,บ้านสามเรือน
1203467761,tele_waterlevel,สะพานคลองแม่ต๋ำ
1203411595,tele_waterlevel,บ้านวังชิ้น
1203467582,tele_waterlevel,ลิ่นถิ่น
1203467844,tele_waterlevel,สะพานโยธาอำนวยพัฒนา
1203397482,tele_waterlevel,ต.ตาลเดี่ยว
1203442918,tele_waterlevel,บ้านบางรูป
1203442911,tele_waterlevel,บ้านวังครก
1203411573,tele_waterlevel,บ้านเมืองกึ๊ด
1203447225,tele_waterlevel,บ้านค่าย
1203439713,tele_waterlevel,บ้านท่ามะปรางค์
1203467764,tele_waterlevel,บ้านโป่ง
1203411612,tele_waterlevel,บ้านโป่งปูเฟือง
1203447228,tele_waterlevel,บ้านดอนขนวน
1203442930,tele_waterlevel,บ้านย่านดินแดง
1203467426,tele_waterlevel,สะพานห้วยบังบาต
